nombre,codigo
Electrodos de electromiografía o sets,42182312
Electrodos de electroterapia,42141802
Electrodos de parche de electrocardiografía (ECG),42181708
Electrodos de PH,41115604
Electrodos diatérmicos,42141808
Electrodos neonatales de cinta o anillo de electrocardiografía (ECG),42181707
Electrodos o recambios de anestesia odontológica,42151662
Electrodos o sondas de litotripia,42202802
Electrodos para soldar,23171515
Electroencefalógrafos o accesorios,42182308
Electroimanes,60104910
Electroimanes telegráficos,43222702
Electrólisis,91101605
Electrolitos de cloruro de sodio,51191602
Electrómetros,41113615
Electromiógrafos,42182310
Electrónica de interfaz del avión,25201706
Electroscopios,41101804
Elefantes,10102001
Elementos calentadores,40101830
Elementos de máquina de escribir,44102608
Elementos de trabajo o canales de trabajo endoscópicos,42294936
Elementos o partes del respiradero,25172407
"Elementos, agentes espumosos",12161903
Elevador articulado,22101803
Elevador para una o varias personas,22101801
Elevador telescópico,22101804
Elevadores,24101604
Elevadores de árbol de levas,26101709
Elevadores de avión,25201508
Elevadores de baño o accesorios para personas discapacitadas,42211603
Elevadores de bidones,24101903
Elevadores de hojas,44122014
Elevadores de la plataforma de perforación,20122811
Elevadores de paciente o accesorios,42192301
Elevadores de tapas de registro,27126101
Elevadores de tijeras o gurney,42192202
Elevadores dentales,42151618
Elevadores hidráulicos clínicos o accesorios,42192302
Elevadores o palancas quirúrgicos,42292702
"Elevadores, ensambladores de imprenta",45101701
Eliminación de cieno,76121603
Eliminación de residuos médicos,76121901
Eliminadores de electricidad estática,41103512
Eliminadores de neblina,40161703
Embaladores de producción,20121420
Embalajes,31181701
Embalajes de burbujas,24141601
Embarcación de desembarque de uso general,25111714
Embarcación mecanizada o de uso general,25111715
Embarcaciones de desembarco aerodeslizadas,25111721
Embarcaciones de patrulla costera,25111718
Embarcaciones de uso personal,25111805
Embarcaciones para desembarco de carros,25111720
Embarcaciones para extinción de incendios,25111602
Embarcadero,30222019
Embarcadero ,72151619
Embargos,92111507
Emblemas,55121720
Emblemas o símbolos sagrados,60101806
Embrague centrífuga,26111903
Embrague de rueda libre,26111905
Embrague semi centrífuga,26111904
Embragues de diafragma,26111902
Embragues de leva,26111908
Embragues de platillo,26111901
Embragues eléctricos,26111909
Embragues hidráulicos,26111910
Embriones,11131607
Embriones conservados,60103916
Embudos,40141735
Embudos de cocina de uso doméstico,52151632
Embudos de laboratorio,41121809
Embudos industriales,27112902
Embutidores de puntas o accesorios para marcos,60121408
Embutidos,50112004
Emisores digitales,44101504
Emorfazona,51142127
Empacaduras,31181702
Empalmadores de película,45121703
Empalmes de avance,20121428
Empalmes de esquileo,20121320
Empalmes de explosión,20121402
Empalmes de extremos para revestimiento de paredes,30151803
Empalmes de herramientas del tubo de taladrar,20121507
Empalmes de seguridad de la terminación,20121422
Empalmes multilaterales,20123002
Empalmes o placas de unión,31162810
"Empanadas, pastas saladas congeladas",50192802
"Empanadas, pastas saladas estable sin refrigerar",50192803
"Empanadas, pastas saladas frescas",50192801
Empaques quirúrgicos de procedimiento de especialidad o de medida,42295414
Empaquetaduras de bomba,40151712
Empresas de giras,90151602
Empresas expansión comercial,80151502
Empujadoras de cadenas,22101522
Empujadoras de ruedas,22101523
Empujadores,20121516
Empuje de mano automático destornillador,27111737
Empuñaduras de raqueta,49161620
"Emtricitabina / tenofovir disoproxil fumarato, rilpivirina clorhidrato, efavirenz",51102341
Emulsiones,12161804
Enalapril,51121715
Enalapril maleato ,51121744
Enantato de noretisterona,51181840
Enantato de testosterona,51182004
Encaje,11162109
Encantos,49101611
Encendedores,12131707
Encendedores de cigarrillos o piedra,50211608
Encerado de suelos y limpieza de moquetas,76111604
Encerados,24141506
Enchufes de pesca/alimentación superior,20121706
Enchufes de prueba,20122006
Enchufes eléctricos,39121402
Enchufes espirales de sujeción,39121403
Enciclopedias,55101525
Enciclopedias electrónicas,55111503
"Encimeras, armarios completos",30161802
Encintado de los pasahilos,39121714
Encodificadores,39121527
Encofrados,30161603
Encuadernación a la cola,82121903
Encuadernación en rústica,82121901
Encuadernación espiral,82121902
Encuadernación por carda o grapa,82121904
Encuadernadoras y/o anilladoras térmicas,45101808
Encuestas escritas de investigación de mercado,80141511
Encuestas in situ de investigación de mercado,80141512
Encuestas por correo de investigación de mercado,80141514
Encuestas por muestreo,81131504
Encuestas telefónicas de investigación de mercado,80141510
Encurtidos,50171901
Enderezador de dedo de autopsia,42261612
Enderezadores de pozos de producción de campos petroleros,20122408
Enderezadores eléctricos de alambre,27111609
Enderezadores manuales de alambre,27111608
Endosadoras,44102201
Endoscopios flexibles o accesorios o productos relacionados,42294802
Endoscopios rígidos o accesorios o productos relacionados,42294801
Endurecedores de material de impresión dental,42152111
"Enfajilladoras, máquina de bandas",45101901
Enfermedad de newcastle o pseudopeste aviar,51201705
Enflurano,51142929
"Enfriadora, máquina de enfriamiento",23181512
Enfriadores de laboratorio,41103023
Enfriadores de rayos infrarrojos,46111701
Enfuvirtida,51102338
Enganches centrales de choque y tracción,25121705
Enganches de remolque,25181708
Enganches ópticos,42294517
Enganches para tubos de aparatos radiográficos médicos,42201825
Enganches pestillo express,20121112
"Engastes, rellenos",31162802
Engranajes cónicos,31171706
Engranajes cremallera,31171709
Engranajes de anillo,31171711
"Engranajes de fricción, transmisiones por rozamiento",31171704
Engranajes de motor,26111526
Engranajes de tornillo sin fin,31171712
Engranajes helicoidales,31171714
Engranajes laterales,31171713
Engranajes rectos,31171707
"Engranajes, piñones ",31171710
"Engrapadoras, grapadoras",44121615
Engrasador,40141736
Enhebradora de aguja,53141621
Enjuague bucal,53131501
Enlaces de cables,39121703
Enoxacina,51101541
Enoxaparina sódica,51131607
Enoximona,51121905
Enrejados,30161715
Enrofloxacina,51102601
Ensaladas preparadas congeladas,50193202
Ensaladas preparadas en conserva,50193203
Ensaladas preparadas frescas,50193201
Ensamblaje de componentes ilimitados,23153405
Ensamblaje especializado,23153403
Ensamblajes de cinta de compresión de aparatos radiográficos médicos,42201836
Ensamblajes de circuitos electro plateados,32101505
Ensamblajes de circuitos montados en superficie,32101504
Ensamblajes de planchas ligeras,25173005
Ensamblajes de rectificación de aparatos radiográficos médicos,42201834
Ensamblajes para unidades de tubo de aparatos radiográficos médicos,42201835
Ensanchadores de carreteras,22101603
Ensayadores de desgaste,41114625
Ensayo de materiales,81141501
Ensayo de productos,81141506
Ensayo o calibrado de equipos,81141504
Ensayos clínicos de medicamentos humanos,85131502
Ensayos de armas nucleares,92112102
Ensayos de protección de nucleasas,41106104
Ensayos para genes indicadores,41106513
Enseñanza conversacional de idiomas extranjeros,86111701
Enseñanza por inmersión linguística de idiomas extranjeros,86111702
Entacapona,51142511
"Entarimado, instalación o acabado de suelos",72102701
Entomología de cultivos extensivos,70141710
Entorno altamente nutritivo para levaduras,41106216
Entorno o suplementos para schizosaccharomyces pombe,41106210
Entorno premezclado seco,41106213
Entorno premezclado seco especializado,41106218
Entorno sintético para levaduras,41106220
Entornos o bandas embotellados para bacterias,41106204
Entornos para dictyostelium discoideum,41106207
Entornos para insectos,41106506
Entornos parasitológicos o micológicos,41116142
Entrerroscas de aterrizaje,20121416
Entrerroscas de explosión,20121403
Entrerroscas de prueba,20122005
Entretenimiento en videocasete,90131602
Entrevistas personales e investigación de mercado,80141513
Entubación,39121711
Entubados para perforación,20111703
Envases ampolla,24141513
Envases blindados contra la radiación,26142306
Envases cardados,24121504
Envases médicos de succión,42142403
Envases para guardar alimentos domésticos,52152002
Envases para residuos o forros rígidos,47121702
Envoltura de eje,25173803
Envoltura de tuberías,72102006
Envoltura de yeso,60124501
Envoltura multilateral,20123001
Envoltura para campo petrolero,20122701
Envoltura para conductor,20122706
Envolturas de monedas o fajas para billetes,44111604
Enyesado o pirca,72101902
Enzimas,12352204
Eosina hidroalcholica,51102732
Epiclohidrina (ECO),13101714
Epinefrina,51151703
Epirubicina,51111710
Epoetina alfa,51131508
Epoxy,13111001
Eptifibatida,51131710
Equalizador,52161517
Equilibrador de cargas de servidor,43222622
Equinácea,51212016
Equipo a granel para material de cemento,20121104
Equipo aislante para invernadero,21102304
Equipo automatizado de colocación de cubreobjetos,41102922
Equipo básico de buscapersonas,43221716
Equipo básico de microondas,43221707
Equipo básico de onda corta,43221713
Equipo básico de radio,43221704
Equipo básico de satélite,43221710
Equipo básico de televisión,43221701
Equipo cobalto 60 de radioterapia tele terapia,42202701
Equipo codificador – decodificador,43211608
Equipo de acceso de buscapersonas,43221717
Equipo de acceso de microondas,43221708
Equipo de acceso de onda corta,43221714
Equipo de acceso de radio,43221705
Equipo de acceso de satélite,43221711
Equipo de acceso de televisión,43221702
Equipo de acondicionamiento de cieno o lodo ,47101537
Equipo de alto vacío,41103305
Equipo de análisis de inyección de fluidos,41103309
Equipo de análisis volumétrico de karl fischer,41115601
Equipo de apisonamiento,22101602
Equipo de apuntalamiento,22101906
Equipo de aro o hula – hoop,49211802
Equipo de balanceo de la rueda o llanta ,25191701
Equipo de baldeo de vertedero de cemento de slickline,20122307
Equipo de banco múltiple o de agrumación,41103804
Equipo de bolas criollas,49241602
Equipo de bolos,49211701
Equipo de bomba de irrigación quirúrgico o lavado pulsado o accesorios con o sin succión,42295118
Equipo de bombear por línea de flujo,20121421
Equipo de cabecera de red de cable,43222602
"Equipo de calentamiento o secado, o accesorios",41102426
Equipo de cambios iónicos,41104203
Equipo de campamento para personas discapacitadas,42212105
Equipo de capacidad motora y equilibrio,60141201
Equipo de captura para entomología,41102507
Equipo de carbono activado,47101501
Equipo de carga,24101605
Equipo de central privada conectada a la red pública (PBX),43222805
Equipo de circuito de centella telefónica o conmutador,43222802
"Equipo de clasificación con aire, piezas y pantallas",23152103
Equipo de comprobación de fugas,41111809
Equipo de comprobación de petróleo,41113316
Equipo de comunicación de datos de radiofrecuencia,43221721
Equipo de conmutación IN – SSP,43223109
Equipo de control de jet de reacción a chorro,46121605
Equipo de control de la transpiración o accesorios,42143401
Equipo de control microbiológico del aire,41103403
Equipo de criocirugía o accesorios,42295102
Equipo de cuarto oscuro de offset,45101602
Equipo de cuerdas de escalada,49241510
Equipo de cultivo de cristal,41102706
Equipo de cultivo in vitro,41104306
Equipo de defensa del sistema de red de toma de imágenes digital (RID),42203601
Equipo de depuración de agua,47101514
Equipo de desalinización,47101508
Equipo de desarenar para producción,20141201
Equipo de deshidratación,47101525
Equipo de desinfección por rayos ultravioleta,47101517
Equipo de desionización o desmineralización,41104202
Equipo de desplazamiento lateral,24101632
Equipo de difracción de rayos x,41102704
Equipo de dispersión de la luz,41102703
Equipo de duplicación de datos o soportes electrónicos,43201814
Equipo de elevar la tubería adujada,20122507
Equipo de eliminación de amoníaco,47101502
Equipo de eliminación de bacterias,47101504
Equipo de eliminación de cieno o aguas residuales,47101539
Equipo de eliminación de hierro,47101510
Equipo de eliminación de lodos,47101535
Equipo de ensayo dieléctricos de mantas,26131815
Equipo de ensayos con animales,41102608
Equipo de equilibrio,49171505
Equipo de escala de emergencia,46191609
Equipo de escalada de paredes artificiales,49241509
Equipo de esmerilado de lentes,23151703
Equipo de exámen de partículas magnéticas,41111803
Equipo de exámen por corrientes parásitas,41111801
Equipo de exámen por líquido penetrante,41111802
Equipo de exámen por radiografía CO – 60,41111805
Equipo de exámen por radiografía CS - 137,41111806
Equipo de exámen por radiografía IR - 192,41111807
Equipo de exámen por rayos X,41111808
Equipo de exámen ultrasónica,41111804
Equipo de explotación forestal,21102202
Equipo de extracción para laboratorios,41104806
Equipo de facoemulsificación o de extrusión o accesorios para cirugía oftálmica,42295114
Equipo de fermentación microbiológica,41104307
Equipo de filtración en gel,41104902
Equipo de filtración molecular,41104907
Equipo de filtración o partición en gel,41113023
Equipo de filtrado de carbono,47101503
Equipo de filtrado por canales finos,41104905
Equipo de filtrado por ósmosis invertida,41104906
Equipo de fluoración,47101509
Equipo de fluoroscopio y radiología médica (R&F),42201806
Equipo de herraduras,49241603
Equipo de hidro – elaboración de destilado,23111501
Equipo de hidropiezopirólisis,23111504
Equipo de identificación biométrica,43211714
Equipo de implantación de iones,41101903
Equipo de inspección de borescopi,41111716
Equipo de inspección o recogida de huevos,21101906
Equipo de intercambio de iones,47101511
Equipo de interconexión digital (DCX),43222623
Equipo de interconexión digital (DCX) de banda estrecha o banda ancha,43222801
Equipo de interconexión óptica,43222624
Equipo de irrigación o aspiración oftálmica o accesorios,42295113
Equipo de la elevación del gas,20121411
Equipo de laboratorios de cateterización cardiaca,42203504
Equipo de lavabos para aeronaves,25191511
Equipo de lector de código de barras,43211701
Equipo de limpiar alfombras,47121609
Equipo de limpiar lodo,20122821
Equipo de limpiar tubería o desagues,47121808
Equipo de limpieza de gafas,42142908
Equipo de líquido a granel para control de arena,20121310
Equipo de líquido a granel para fracturar,20121201
Equipo de marcado de campo de fútbol,49161524
Equipo de medición de lentes,23151702
Equipo de medida de intensidad de campo,41113617
Equipo de medida de resistencia calibrada,41113635
Equipo de medir el flujo,20121904
Equipo de medir la profundidad del slickline,20122315
Equipo de microcirugía o accesorios,42295127
Equipo de motor de memoria caché,43222607
Equipo de orientación,49211803
Equipo de ósmosis invertida,41104204
Equipo de paracaídas,49211801
Equipo de parapente,49141607
Equipo de perforación,20111612
Equipo de perforación de pozos de agua,20111504
Equipo de perforar con aire,20122803
Equipo de pista de tenis,49161612
Equipo de posicionar la perforación,20122110
Equipo de posicionar sísmico,20122613
Equipo de presión de agujero inferior de slickline,20122305
Equipo de producción de vacunas,23151814
Equipo de proppant a granel para control de arena,20121311
Equipo de proppant a granel para fracturar,20121202
Equipo de prospección de uranio,20111505
Equipo de protección corporal,46151504
Equipo de protección de béisbol o softball,49161517
Equipo de protección de fútbol,49161525
Equipo de protección de hockey de pista,49161616
Equipo de protección en el deporte excepto cascos,49221503
Equipo de prueba de la terminación,20121406
Equipo de prueba de la unidad de hemodiálisis,42161628
Equipo de prueba de registración de barrena hacia abajo del pozo,20121913
Equipo de prueba dieléctrica de pertigas,26131816
Equipo de pruebas de narcóticos,46151606
Equipo de rastreo de Señales por calor,41112202
Equipo de reconocimiento de moneda,43211704
Equipo de reconocimiento de voz interactivo,43221520
Equipo de red de entrega de contenidos,43222604
Equipo de red de modo de transferencia asíncrono (ATM),43221805
Equipo de red de red óptica síncrona (SONET),43221806
Equipo de red de vídeo,43222619
Equipo de reforestación,21102203
Equipo de registración de presión del agujero de fondo del pozo,20121912
Equipo de registración de producción,20121907
Equipo de reparar ejes,25173808
Equipo de riego para invernadero,21102301
Equipo de rotulación,44102406
Equipo de secado o empolvado para guantes quirúrgicos,42295458
"Equipo de secado por freezers, congelación",24131604
Equipo de seguridad de evaluación de vulnerabilidad,43222503
Equipo de seguridad de red de firewall,43222501
Equipo de seguridad de red virtual (VPN),43222502
"Equipo de separación centrifuga, piezas y pantallas",23152104
"Equipo de separación estacionarios, piezas y pantallas",23152102
"Equipo de separación o vibratorio, piezas y pantallas",23152101
Equipo de step aerobic,49201515
Equipo de tamizado para laboratorio,41105002
Equipo de telecomunicaciones de jerarquía digital síncrona (SDH),43221808
Equipo de teleconferencia,43221522
Equipo de traslación de proppant de control de arena,20121314
Equipo de tratamiento de gas para producción del pozo,20141901
Equipo de tratamiento de lodo y aguas residuales,47101524
Equipo de ultra filtración,41104903
Equipo de ultrafiltración,47101521
Equipo de vacío de vapor de mercurio,41103307
Equipo de vacío neumático,41103306
Equipo de valoración,41115602
Equipo de ventilación para invernadero,21102303
Equipo de viaje para máquinas de oficina,44102901
Equipo de windsurf,49141604
Equipo del núcleo móvil de red inteligente (IN),43223110
Equipo del oxígeno del avión,25202607
Equipo desinfectacte de lavar los instrumentos,42281705
Equipo electro quirúrgico o electro cauterio o accesorios o productos relacionados,42295104
Equipo endoscópico o carritos de procedimiento o accesorios,42295004
Equipo estándar del sistema de comunicaciones de toma de imágenes digitales en medicina (DICOM),42203602
Equipo estereotóxico veterinario,42121504
Equipo fijo para ensayos dieléctricos de guantes,26131817
Equipo litográfico,45101504
Equipo médico de fluoroscopio de cine,42201805
Equipo o moldes para decorar las tartas,48101817
Equipo o suministros de cámara oscura para radiografía médica,42203707
Equipo o suministros de detección de sangre de autopsia,42261903
Equipo o suministros de transparencias,45111605
Equipo orsat,41113109
Equipo para acuarios,41102602
Equipo para alineación de la rueda o llanta,25191702
Equipo para análisis de toma de muestras,41104015
Equipo para apicultura,21102401
Equipo para comprobación del suelo,41113910
Equipo para conexión a tierra,46182103
Equipo para control de corrosión,47101506
Equipo para control de olores,47101530
Equipo para cría de ganado,21101902
Equipo para cultivo de gusanos de seda,21102402
Equipo para desbarbar,23171605
"Equipo para descongelar, deshielo de aviones",25191507
Equipo para el esquileo o tijeretada de animales,21101909
Equipo para el lecho de perforación,20122808
Equipo para el punto de venta de transferencia electrónica de fondos,48111404
Equipo para enfriar el vidrio,48102105
Equipo para envasado con película retráctil industrial,24102106
Equipo para funcionar la envoltura para conductor,20122707
Equipo para hacer micro diapositivas,41105205
Equipo para huellas dactilares,46151715
Equipo para identificación de ganado,21101905
Equipo para la cría de escarabajos,21102404
Equipo para la cría de mariposas,21102403
Equipo para la toma de muestras de agua,41104007
Equipo para limpieza y descascarillado de arroz,21102004
Equipo para llenado de ampollas,23151801
Equipo para manejo de carga,24102101
Equipo para manejo de tubería,20122824
Equipo para manipulación de cloro,47101505
Equipo para piezopirólisis catalítica,23111503
Equipo para piscifactoría,21111601
Equipo para producción submarina de la cabeza de pozo,20142401
Equipo para protección contra escarcha,21101808
"Equipo para protección, para enmascarar y/o encamisar",31211903
Equipo para rayos x de mamográficas,42201803
Equipo para rayos x del pecho,42201802
Equipo para reaprovisionar combustible para aviones,25191506
Equipo para recubrir el vacío óptico,23151705
Equipo para talleres de trabajo en cuero,23141704
Equipo para tratamiento de semillas,21101605
Equipo para viajar,20122835
Equipo portátil para ensayos dieléctricos de corriente alterna,26131820
Equipo portátil para ensayos dieléctricos de corriente continua,26131819
Equipo portátil para ensayos dieléctricos de guantes,26131818
Equipo quirúrgico de afeitar o piezas de mano o cuchillas o accesorios,42295205
Equipo quirúrgico de fraga tome retinal vítreo o accesorios para cirugía oftálmica,42295126
Equipo radiográfico,26142304
Equipo saca núcleos,20121505
Equipo teledirigido para recintos radiactivos,26141801
Equipo tipográfico,45101503
Equipo transportador de proppant de fracturar,20121206
Equipo ultrasónica de limpieza,42281712
Equipo y accesorios de calentador o enfriador de perfusión o calentador y enfriador dual,42294710
Equipo y suministros dentales de láser y alumbrado y de fibra óptica,42152301
Equipo y suministros para elaboración de café,23181801
Equipo y suministros para polinización,21101807
"Equipo, suministros o accesorios de gastroenterología",42295137
Equipos biológicos de esterilización,42281803
Equipos centrífugas o equipos de cuencos de autotransfusión,42294602
Equipos de administración de la transfusión de sangre,42222301
Equipos de búsqueda y salvamento,92101901
Equipos de cámara de semillas de braquiterapía,42202104
Equipos de construir el tejido del cadáver,42261613
Equipos de cricotirotomía o tubos traqueal de servicios médicos de urgencia,42171804
Equipos de disección de autopsia,42261509
Equipos de enfermedad infecciosa de autopsia,42261608
Equipos de ensayo de lentes,23151704
Equipos de explotación continua de minería,20101501
Equipos de fijación endoscópicos,42294911
Equipos de fregado o preparación quirúrgica para el paciente,42295422
Equipos de ingreso para el cuidado del enfermo,42141601
Equipos de intubación orofaríngeo o del vías respiratorias para servicios médicos,42171801
Equipos de laringoscopio para servicios médicos de urgencia,42171802
Equipos de mantenimiento antiestéticos,46182107
Equipos de mezcla de lechada de fracturar,20121208
Equipos de obstetricia de servicios médicos de urgencia,42172006
Equipos de preparación de superficies de caminos de rodaderas o sus mecanismos de colocación,22101618
Equipos de primer auxilio de servicios médicos de urgencia,42172001
Equipos de primera respuesta de servicios médicos de urgencia,42172002
Equipos de profilaxis dental,42151902
Equipos de rappel de servicios médicos de urgencia,42172008
Equipos de reparar tubos endobronquiales o traqueotomía,42271906
Equipos de rescate e investigación de servicios médicos de urgencia,42172009
Equipos de resucitación u oxígeno de servicios médicos de urgencia,42172007
Equipos de sala,49211914
Equipos de salvavidas de servicios médicos de urgencia,42172004
Equipos de sonido ,52161510
Equipos de tablillas de batanga,42241901
Equipos de tocador para personas discapacitadas,42211802
Equipos de trauma de servicios médicos de urgencia,42172010
"Equipos gigantes de exploración horizontal, hidráulicas",20102006
"Equipos gigantes de exploración horizontal, neumáticas",20102005
Equipos gimnásticos para saltos,49171503
Equipos multimedia,43211606
Equipos o accesorios de enema,42141903
Equipos o bandejas o paquetes o juegos de quita sutura,42312207
Equipos o bandejas o paquetes o juegos para cierre de piel,42312014
Equipos o compresas o bandejas para el procedimiento urológico,42142706
Equipos o juegos de tubos de autotransfusión,42294606
Equipos para el cuidado de los instrumentos,42281703
Equipos para empezar las vendas o vendajes,42311502
Equipos para formación y estudios de medicina,42301504
Equipos para recoger evidencia biológica,42261904
Equipos para reparar roscas,27112810
Equipos para uso de toma muestra de aire,41104010
Equipos para vertidos,47131905
Equipos quirúrgicos de afeitar o navajas o chiquillos de preparación,42295424
Equipos y accesorios para el maestro,49211913
"Equipos, kits de cubrejuntas",31181509
Erbio er,12141603
Ergometrina maleato,51182205
Ergómetros,41113708
Ergonovina maleato,51182204
Ergotamina + cafeína,51142415
Eritromicina,51101570
Eritropoyetina,51131506
Eritropoyetina beta recombinante,51131522
Erlotinib,51111727
Escalas (escalimetros),44111807
Escalas dentales,42151637
Escalera (de madera),30161907
Escaleras,30191501
Escaleras de entrenamiento para rehabilitación o terapia,42251703
Escaleras del darsena o muelle,25111915
Escaleras mecánicas o pasillos mecánicos,24101626
Escaleras para muelles,24101806
Escalerillas portacables,39121201
Escalerillas transportables o rodantes,25191512
Escalfadores (calentadores) de servicio,48101908
Escalfadores o hervidores de uso comercial para salmón,48101531
Escalones,49201502
Escalpelos quirúrgicos de láser o cuchillos o mangos de cuchillos,42291601
"Escalpelos, bisturíes, cuchillas o trépanos quirúrgicos, o accesorios",42291613
Escandio sc,12141613
Escáneres,43211711
Escáneres cromatográficos,41115702
Escáneres de hacer imágenes de resonancia magnética (MRI) médica,42201609
Escáneres o tubos de tomografía médica computerizada (CT o CAT),42201511
Escáneres radiocromatográficos,41113030
Escáneres radisótopos médicos,42201807
Escarabajos,10101902
Escardas quirúrgicas,42291617
Escardillas y/o desyervadoras,21101504
Escariadores,23171610
Escariadores de hoyos,20121511
Escariadores dentales,42151632
Escariadores quirúrgicos,42295204
Escariadores quirúrgicos de mano o lesnas,42291702
Escarificadoras de carreteras,22101612
Escarificadores,22101704
Escobas,47131604
Escobas de goma,47121803
Escobillas del motor,26101801
"Escofinas, cepillos de limas",27111904
Escopetas deportivas,49131605
Escopetas para policía o protección,46101502
Escoria o ceniza,11101701
Escotillas de cubierta,25111913
Escritorio no modular o muebles,56111701
Escritorio técnico del instructor,56121804
Escritorios de bibliotecario o de circulación o componentes,56121002
Escritorios de madera,56101718
Escritorios metalicos,56101703
Escritorios para computadoras de estudiantes,56121508
Escuadras,27111803
Escuadras ,44111810
"Escudetes, pabellón de avión",25201516
Escudos antidisturbios,46151503
Escudos faciales,46181702
Escudos o máscaras protectores para reanimación cardiopulmonar (CPR),42172102
Escuela de guerra,86131804
Escuela de música,86131601
Escuelas,30222301
Escuelas ,72151901
Escuelas de pilotos,86131802
Escuelas especializadas para personas discapacitadas,86131903
Escuelas privadas de educación primaria o secundaria,86121503
Escuelas profesionales no técnicas,86121804
Escuelas públicas de educación primaria o secundaria,86121504
Escuelas religiosas de educación primaria o secundaria,86121502
Escuelas técnicas profesionales,86121803
Escultura,86131503
Esculturas,60121002
Esculturas de mylar,60124201
Escupideras odontológicas,42152520
Escurreplatos,52152202
Esencias o extractos,12164502
Esferas de relojes,54111701
Esferas terrestres y celestes,55101522
Esferómetros,41114506
Esfinterótomos endoscópicos,42294807
Eslabón de energía o transmisión superior,20122826
Eslabones de cadena,31151609
Eslabones giratorios de cabezal de flujo,20122207
Eslabones giratorios de perforación,20122809
Eslabones o zapatas o sus piezas,22101705
Eslinga de depósito,23231502
Eslingas de seguridad,20121117
Esmalte de uñas,53131638
Esmaltes,31211701
Esmeraldas (joyas),54121502
Esmeril,11101502
Esmeriladoras o amoladoras,27111905
Esmerilladora superficial,23241401
Esofagoscopios o sus accesorios,42294808
Espaciador de sierra,23231201
Espaciadores de fluido,20131002
Espaciadores de moldes dentales,42152458
Espada,49211903
Espafloxacina,51101588
Esparcidoras de agregados,22101610
Esparcidoras de gravilla,22101606
Esparcidores o distribuidores de fertilizante o abono,21101804
Espato flúor (fluorita),11101524
Espátulas,27111909
Espátulas de artista,60121304
Espátulas de cocina de uso doméstico,52151616
Espátulas de laboratorio,41122403
Espátulas de paleta,60121231
Espátulas dentales,42151639
Espátulas para aplicación de pintura,60121234
Espátulas para enmasillar,27112601
Espátulas quirúrgicos,42294002
Especialistas de redes de tecnología de la información permanentes,80111712
Especialistas temporales de trabajo en red en tecnología de la información,80111610
Especialización de cultivos,70141706
Especias o extractos,50171550
Especímenes de ciclo vital conservado,60103921
"Especímenes de cuerpo de animal, partes u órganos",60103931
"Especímenes de cuerpo humano, partes u órganos",60103933
Especímenes de planta de ciclo vital,60103929
Especímenes minerales,60104402
Espectrofluorímetros o fluorímetros,41115401
Espectrofotómetros,41115406
Espectrofotómetros oftálmicos,42183016
Espectrógrafos,41115402
Espectrómetros,41115403
Espectrómetros de absorción atómica (AA),41115407
Espectrómetros de infrarrojos,41115408
Espectrómetros de masas,41115404
Espectrómetros de plasma de acoplamiento inductivo,41115411
Espectrómetros de protones,41115405
Espectrómetros de resonancia magnética nuclear,41115409
Espectrómetros de resonancia magnética nuclear (NMR),41115410
Espectroscopios,60104810
Especula oftálmico,42183017
Especula quirúrgica,42293303
Espéculo de exámen orofaríngeo o laríngeo,42182006
Espéculo de exámen rectal o anal,42182001
Espéculo del exámen vaginal,42182013
Espéculos de otoscopia,42182015
Espéculos veterinarios,42121512
Espejo de inspección para personas discapacitadas,42211805
Espejo de uso logopédico,60102001
Espejo geométrico,60103111
Espejo para baños,52171002
Espejos de bloques de patrones,60102706
Espejos de seguridad convexos,46171609
Espejos de vehículo,25172604
Espejos metálicos,31241702
Espejos o mangos de espejos dentales,42151627
Espejos o paneles acrílicos transparentes,60121602
Espejos otolaringológicos quirúrgicos,42292001
Espejos para láser,31241705
Espejos parabólicos,31241703
Espejos sin revestimiento,31241704
Espejos torneados con herramienta de diamante,31241701
Espesadores,41104305
"Espetones, brochas quirúrgicas",42291605
Espigas,40141704
"Espinacas, frescos o congelados",50101567
Espirales de hacer imágenes de resonancia magnética (MRI) médica,42201605
Espirales para laringe o sus accesorios,42272016
Espirales periféricas o biliares,42203412
Espirales vaginales o uterinas (estiradores vaginales),42295434
Espiramicina,511015102
Espirómetros,42271602
Espironolactona,51191507
Esponjas,47131603
Esponjas de debridement,42312302
Esponjas de gasa,42311512
Esponjas de gelatina absorbibles,42311601
Esponjas de vendaje,42311507
Esponjas endoscópicas,42294945
Esponjas para cirugía oftalmológica,42294510
Esposas,46151601
Espuma de goma,13111307
Espuma del cloruro de polivinilo,13111306
Espuma del neopreno,13111305
Espuma del poliéster,13111302
Espuma del poliestireno (anime),13111308
Espuma del poliolefin,13111301
Espuma del silicón,13111303
Espuma del terpolimero de propileno de etileno,13111304
Espuma limpiadora de electrónica,47131837
Espuma o compuestos similares para extinción de incendios,46191606
"Espumas florales, formas de styrofoam",60123001
"Esqueleto, hueso o especímenes de concha",60103923
Esquies,49151502
Esquilador de bordes,27112022
Esquinas adhesivas,44122115
Esquís acuáticos o accesorios,49141603
"Estabilizador de toneles, barriles y tambores",24112111
Estabilizadoras quirúrgicas,42293108
Estabilizadores de andamiaje,30191602
Estabilizadores de arcilla inorgánica,12162601
Estabilizadores de arcilla orgánica,12162602
Estabilizadores de avión,25201504
Estabilizadores de barrenos hacia abajo,20121514
Estabilizadores gelatinosos,12161807
